body_length,channels,fb_published,has_logo,name_length,org_facebook,org_twitter,show_map,user_age,user_type,Label,previous_payout0,has_header_0.0,has_header_1.0,has_header_nan,yahoo,is_fr,is_org,delivery_method_0.0,delivery_method_1.0,delivery_method_3.0,delivery_method_nan,ticket_cost,ticket_availability,ticket_quant_total
2069,8,0,1,25,0.0,0.0,1,1495,4,0,0,1,0,0,0,0,0,1,0,0,0,102.5,1.0,57.0
0,0,0,0,12,0.0,0.0,1,23,1,1,1,0,0,1,1,0,0,1,0,0,0,500.0,1.0,10.0
3108,5,0,1,47,10.0,10.0,1,122,1,0,0,0,0,1,0,0,0,1,0,0,0,7.0,1.0,250.0
446,5,1,1,63,10.0,10.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,120.0,1.0,78.33333333333333
6032,8,0,0,39,12.0,5.0,1,173,3,0,0,0,1,0,0,0,0,1,0,0,0,55.0,1.0,40.0
1804,0,0,1,55,0.0,0.0,0,1842,1,0,0,1,0,0,0,0,0,0,1,0,0,30.0,1.0,17.5
1558,12,0,1,58,35.0,0.0,1,97,3,0,0,0,0,1,0,0,0,1,0,0,0,19.33333333333333,1.0,44.66666666666666
8194,5,0,0,49,14.0,0.0,1,738,3,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,225.0
2111,0,0,0,29,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,6.0950000000000015,1.0,800.0
1852,0,0,1,18,0.0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,54.28571428571429,1.0,501.4285714285714
39139,0,0,1,42,14.0,14.0,1,275,1,0,0,0,0,1,0,0,0,0,0,1,0,24.29,1.0,100.0
2131,0,0,1,58,36.0,0.0,1,1219,4,0,0,0,0,1,0,0,1,0,1,0,0,45.0,1.0,50.0
23445,13,0,1,73,30.0,23.0,1,454,3,0,0,1,0,0,1,0,0,1,0,0,0,160.2,1.0,63.0
23840,8,0,1,22,10.0,8.0,1,539,3,0,0,0,1,0,0,0,0,0,1,0,0,31.91,1.0,10.0
4977,6,0,1,30,0.0,0.0,1,1196,4,0,0,0,0,1,0,0,0,1,0,0,0,23.0,1.0,200.0
3533,8,0,1,72,11.0,12.0,1,9,3,0,0,1,0,0,0,0,0,1,0,0,0,50.0,1.0,35.0
129,0,1,1,30,0.0,0.0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,0,17.5,1.0,50.0
1512,8,0,0,43,17.0,0.0,1,84,1,0,0,1,0,0,0,0,0,0,1,0,0,22.51,1.0,60.0
1699,8,0,1,70,20.0,15.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,126.58,1.0,10.0
1397,0,0,1,18,9.0,0.0,1,351,3,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,250.0
1535,8,0,0,27,8.0,8.0,1,910,3,0,0,0,0,1,0,0,1,1,0,0,0,20.0,1.0,50.0
1503,0,0,1,35,0.0,0.0,1,550,3,0,0,1,0,0,0,0,0,1,0,0,0,20.0,1.0,233.33333333333331
3431,12,0,1,20,0.0,0.0,1,980,4,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,13.333333333333336
8206,8,0,1,58,18.0,0.0,1,17,1,0,0,1,0,0,0,0,1,1,0,0,0,13.18,1.0,200.0
2449,8,0,1,39,12.0,14.0,1,558,3,0,0,0,0,1,0,0,0,0,1,0,0,11.25,1.0,40.0
2154,12,0,1,38,21.0,12.0,1,846,3,0,0,1,0,0,0,0,0,0,1,0,0,8.450000000000001,1.6666666666666667,39.66666666666666
8125,11,0,1,37,42.0,13.0,1,1067,3,0,0,0,0,1,0,0,0,1,0,0,0,4.205,1.0,55.0
1266,0,0,1,12,20.0,10.0,1,491,3,0,0,1,0,0,0,0,0,1,0,0,0,6.542857142857143,1.7142857142857142,112.35714285714286
6334,5,0,1,36,0.0,0.0,1,529,3,0,0,0,1,0,1,0,0,0,1,0,0,46.25,1.0,1000.0
181,6,0,1,38,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,63.75,1.0,23.0
22407,5,0,1,61,15.0,15.0,1,156,3,0,0,0,0,1,1,0,0,1,0,0,0,10.833333333333336,1.0,703.6666666666665
896,8,0,1,25,0.0,0.0,1,840,4,0,0,1,0,0,0,0,1,1,0,0,0,74.89,1.0,425.0
4433,8,0,1,15,14.0,0.0,1,360,3,0,0,0,0,1,0,0,0,1,0,0,0,463.0,1.0,30.0
1271,0,0,0,29,14.0,14.0,1,13,3,0,0,0,0,1,0,0,1,1,0,0,0,70.26,1.0,30.0
0,11,0,1,56,47.0,0.0,1,572,4,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,200.0
665,0,0,1,47,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,35.0,1.0,60.0
7537,11,0,1,28,0.0,0.0,1,395,4,0,0,0,0,1,0,0,1,1,0,0,0,22.76,1.0,50.0
0,5,0,1,25,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,375.0,1.0,500.0
1417,4,1,1,26,34.0,0.0,1,299,4,0,0,0,0,1,0,0,0,1,0,0,0,56.25,1.0,385.0
3246,8,0,1,42,19.0,0.0,1,75,1,0,0,0,0,1,0,0,0,0,1,0,0,152.57,1.0,100.0
475,8,0,1,17,0.0,0.0,1,17,1,0,0,1,0,0,0,0,0,1,0,0,0,8.0,1.0,200.0
549,8,0,1,29,0.0,0.0,1,745,4,0,0,1,0,0,0,0,0,1,0,0,0,31.016666666666666,1.0,43.33333333333334
3607,11,0,1,74,41.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,933.30875,1.0,1298.75
485,4,1,1,46,8.0,8.0,1,43,3,0,0,0,0,1,0,0,0,1,0,0,0,20.0,1.0,75.0
2200,0,0,1,27,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,15.0,1.0,40.0
8193,11,0,1,35,0.0,0.0,1,367,1,0,0,0,0,1,0,0,0,1,0,0,0,79.25,1.0,40.0
0,11,1,1,8,16.0,6.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.23,1.0,50.0
20947,6,0,1,38,12.0,0.0,1,0,3,0,0,0,0,1,0,0,1,1,0,0,0,101.11111111111113,1.0,90.0
20778,11,0,0,38,49.0,0.0,1,451,3,0,0,0,1,0,0,0,0,1,0,0,0,39.285714285714285,2.0,1000.0
2980,8,0,1,47,15.0,16.0,1,515,3,0,0,1,0,0,0,0,0,0,1,0,0,7.5,1.0,25.0
13248,11,1,1,30,22.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,1000.0
0,0,0,0,14,0.0,0.0,1,67,1,1,1,0,0,1,1,0,0,1,0,0,0,465.0,1.0,65.0
1141,13,0,1,56,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,43.88888888888889,1.0,28.11111111111111
2242,6,0,1,30,10.0,10.0,1,907,3,0,0,0,1,0,0,0,0,0,1,0,0,142.5,1.0,12.0
2390,11,0,1,35,0.0,0.0,1,557,4,0,0,1,0,0,0,0,0,0,1,0,0,16.5325,1.0,63.75
1148,6,0,1,47,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,50.0
464,0,0,1,18,22.0,15.0,1,1185,4,0,0,0,0,1,0,0,0,0,1,0,0,4.5,1.0,10.0
691,5,0,1,11,10.0,10.0,1,9,1,0,0,0,1,0,0,0,0,1,0,0,0,62.17173913043477,1.6521739130434785,78.78260869565217
1108,11,1,1,27,0.0,0.0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,24.076666666666664,1.0,75.0
1800,5,0,1,36,0.0,0.0,1,166,3,0,0,1,0,0,0,0,1,0,1,0,0,5.1800000000000015,1.0,23.0
847,0,0,1,45,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,20.0,1.0,100.0
322,11,0,1,9,26.0,0.0,1,13,3,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,10000.0
1800,5,0,1,36,0.0,0.0,1,172,3,0,0,1,0,0,0,0,1,0,1,0,0,5.1800000000000015,1.0,23.0
3456,6,0,1,55,39.0,0.0,1,21,1,0,0,1,0,0,0,0,0,1,0,0,0,10.907777777777778,1.5555555555555556,40.0
958,11,0,0,27,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,17.91,1.0,50.0
2425,8,0,1,57,14.0,0.0,1,160,3,0,0,0,0,1,0,0,1,1,0,0,0,3.0,1.0,20.5
7834,0,0,1,58,0.0,0.0,1,839,4,0,0,1,0,0,0,0,0,0,1,0,0,46.26,1.0,10.0
4949,5,0,1,26,0.0,0.0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,92.56,1.0,8.0
4983,5,0,1,26,0.0,0.0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,92.56,1.0,15.0
3624,8,0,0,23,7.0,7.0,1,1123,3,0,0,1,0,0,0,0,0,0,1,0,0,175.0,1.0,18.0
13054,0,0,1,14,0.0,0.0,1,544,4,0,0,0,0,1,0,0,0,0,1,0,0,171.22857142857137,1.0,109.64285714285714
3036,6,0,1,37,39.0,0.0,1,28,1,0,0,1,0,0,0,0,0,1,0,0,0,7.881111111111113,1.5555555555555556,40.0
1027,0,0,1,51,10.0,0.0,1,263,3,0,0,0,0,1,0,0,1,1,0,0,0,145.17,1.5555555555555556,40.0
429,8,0,1,48,0.0,0.0,1,1504,1,0,0,1,0,0,0,0,0,0,1,0,0,36.81,1.0,500.0
344,11,0,1,43,0.0,0.0,1,647,3,0,0,1,0,0,0,0,1,0,1,0,0,17.91,1.0,35.0
986,0,0,1,55,15.0,13.0,1,203,4,0,0,0,0,1,0,0,0,1,0,0,0,15.55,1.0,25.0
1387,0,1,1,15,0.0,0.0,1,817,4,0,0,1,0,0,0,0,0,1,0,0,0,22.63,1.0,1000.0
3361,5,0,1,63,36.0,0.0,1,2,3,0,0,0,0,1,0,0,0,0,1,0,0,13.18,1.0,120.0
1706,8,0,1,36,16.0,16.0,1,972,1,0,0,0,0,1,0,0,0,1,0,0,0,10.35,1.0,50.0
2397,6,0,1,26,38.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,120.61333333333332,1.0,122.0
3932,0,0,1,57,0.0,0.0,1,172,4,0,0,0,0,1,0,0,0,1,0,0,0,120.0,1.0,50.0
1759,8,0,1,73,18.0,8.0,1,54,4,0,0,1,0,0,0,0,0,0,1,0,0,225.0,1.0,8.0
753,0,0,1,82,22.0,0.0,1,874,3,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,64.0
4877,5,0,1,119,15.0,15.0,0,1330,3,0,0,0,1,0,0,0,0,0,1,0,0,11.255,1.0,1000.0
417,0,0,1,42,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1.3114285714285714,1.0,1000.0
4438,5,0,1,66,11.0,12.0,1,839,4,0,0,0,1,0,0,0,0,0,1,0,0,20.0,1.0,29.0
1392,5,0,1,67,12.0,9.0,1,199,4,0,0,1,0,0,0,0,0,1,0,0,0,35.0,1.0,25.0
3397,8,1,1,67,12.0,12.0,1,881,3,0,0,1,0,0,0,0,1,0,1,0,0,20.0,1.0,30.0
3379,6,0,1,16,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,10.0,1.0,60.0
2047,8,1,1,47,0.0,0.0,1,48,3,0,0,0,0,1,0,0,1,1,0,0,0,22.63,1.0,300.0
474,4,0,1,22,0.0,0.0,1,832,4,0,0,1,0,0,0,0,1,1,0,0,0,30.0,1.0,25.0
1413,8,1,1,20,0.0,0.0,1,359,3,0,0,0,1,0,0,0,0,1,0,0,0,36.66666666666666,1.0,301.6666666666667
911,5,0,1,12,16.0,14.0,1,738,3,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,20.0
0,8,0,1,22,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,200.0
0,8,0,1,22,0.0,0.0,1,7,1,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,200.0
14015,5,0,1,25,20.0,11.0,1,163,4,0,0,1,0,0,1,0,0,1,0,0,0,17.5,1.0,500.0
406,6,0,1,47,0.0,0.0,1,8,1,0,0,1,0,0,0,0,0,1,0,0,0,101.33333333333331,1.0,15.0
193,6,0,1,27,25.0,16.0,1,643,3,0,0,0,1,0,0,0,0,1,0,0,0,18.0,1.0,200.0
2985,8,0,1,50,7.0,8.0,1,96,4,0,0,0,0,1,0,0,0,1,0,0,0,43.43,1.0,10.0
225,6,0,0,32,12.0,12.0,1,903,4,0,0,1,0,0,0,0,0,0,1,0,0,52.875,1.0,40.0
1189,5,0,0,45,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.0,1.0,1.0
3347,0,0,1,41,6.0,0.0,1,1894,3,0,0,1,0,0,0,0,1,0,1,0,0,70.0,1.0,10.0
1928,0,0,1,157,0.0,0.0,1,1018,4,0,0,1,0,0,0,0,0,1,0,0,0,5.0,1.0,35.0
913,5,0,1,24,12.0,12.0,1,704,1,0,0,0,0,1,0,0,0,0,1,0,0,55.0,1.0,733.3333333333335
2482,8,0,1,62,10.0,10.0,1,589,1,0,0,0,0,1,0,0,0,0,1,0,0,1.555,1.0,50.0
1935,0,0,1,47,22.0,15.0,1,205,3,0,0,1,0,0,0,0,0,0,1,0,0,140.0,1.0,15.0
1421,5,0,1,27,0.0,0.0,1,754,4,0,0,1,0,0,0,0,0,1,0,0,0,40.0,1.0,15.0
1140,5,0,1,17,23.0,0.0,1,239,1,0,0,0,0,1,0,0,0,1,0,0,0,18.15,1.0,100.0
7994,0,0,1,59,33.0,16.0,0,298,1,0,0,1,0,0,0,0,1,1,0,0,0,20.0,1.0,20.0
928,8,1,1,35,21.0,0.0,0,1,3,0,0,0,0,1,0,0,1,1,0,0,0,52.69500000000001,1.0,14.25
2815,11,0,0,27,0.0,0.0,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0.0,1.0,100.0
5006,6,1,1,24,0.0,0.0,1,1363,3,0,0,0,1,0,0,0,0,1,0,0,0,25.0,1.0,100.0
6130,11,0,1,100,0.0,15.0,1,215,3,0,0,1,0,0,0,0,0,0,1,0,0,194.15666666666667,1.0,10.666666666666666
3887,11,0,1,27,0.0,0.0,1,525,1,0,1,1,0,0,0,0,0,1,0,0,0,114.47,1.0,20.0
668,0,0,1,34,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,82.5,1.0,375.0
0,5,1,1,21,0.0,0.0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,67.5,1.0,5000.0
1495,6,0,1,50,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,27.36,1.0,100.0
5869,8,0,1,37,0.0,0.0,1,124,4,0,0,0,0,1,0,0,0,1,0,0,0,4.375,1.0,20.0
2621,8,1,1,55,23.0,12.0,1,1385,4,0,0,1,0,0,0,0,0,0,1,0,0,42.91,1.0,53.25
2989,11,0,1,45,0.0,8.0,1,1027,4,0,0,1,0,0,0,0,0,0,1,0,0,13.18,1.0,71.0
2141,12,0,1,10,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,538.5899999999998,1.0,107.5
3735,5,0,1,52,0.0,0.0,1,1323,4,0,0,1,0,0,0,0,0,1,0,0,0,27.36,1.0,45.0
12543,10,0,1,63,0.0,0.0,1,6,1,1,1,0,0,1,0,0,0,1,0,0,0,850.0,1.0,80.0
723,8,0,1,67,26.0,6.0,1,854,3,0,0,0,0,1,0,0,0,0,1,0,0,10.0,1.0,100.0
3911,5,0,1,57,0.0,0.0,1,61,3,0,0,1,0,0,1,0,0,0,1,0,0,56.43428571428571,1.0,134.28571428571428
899,8,0,1,25,0.0,0.0,1,808,3,0,0,1,0,0,0,0,0,0,1,0,0,4.05,1.0,15.0
836,8,0,1,19,0.0,0.0,1,808,3,0,0,1,0,0,0,0,0,0,1,0,0,4.05,1.0,15.0
1141,0,0,1,55,10.0,10.0,1,994,4,0,0,1,0,0,0,0,0,1,0,0,0,59.0,1.0,9.0
1481,6,0,0,30,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,54.0,1.0,130.0
191,13,0,1,20,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,21.25,1.0,50.0
0,0,0,0,36,21.0,9.0,1,1408,4,0,0,1,0,0,0,0,1,1,0,0,0,26.0,2.0,100.0
2656,0,0,1,75,7.0,7.0,1,103,1,0,0,0,0,1,0,0,1,0,0,1,0,8.333333333333334,1.0,20.0
1951,6,0,1,35,0.0,0.0,1,709,4,0,0,1,0,0,1,0,0,1,0,0,0,11.0,1.0,85.0
5726,0,1,1,74,0.0,0.0,1,685,3,0,0,0,0,1,0,0,0,1,0,0,0,20.0,1.0,250.0
0,0,0,0,21,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,140.0,1.0,50.0
0,0,0,0,32,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,15.0,2.0,300.0
14684,8,0,1,63,0.0,0.0,1,780,4,0,0,1,0,0,0,0,0,1,0,0,0,21.056666666666665,1.0,300.0
2457,12,1,1,58,14.0,10.0,1,647,4,0,0,1,0,0,0,0,0,0,1,0,0,42.72000000000001,1.0,40.0
0,13,0,1,11,0.0,0.0,1,398,3,0,0,0,0,1,0,0,0,1,0,0,0,35.08,1.0,24.0
3920,11,1,1,30,23.0,14.0,1,122,4,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,100.0
2725,8,0,1,42,13.0,13.0,1,76,1,0,0,0,0,1,0,0,0,1,0,0,0,22.76,1.0,70.0
982,0,0,1,35,19.0,13.0,1,3,3,0,0,0,0,1,0,0,0,1,0,0,0,20.0,1.0,20.0
6955,11,0,1,50,19.0,11.0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,40.833333333333336,1.0,233.33333333333331
575,6,0,1,58,0.0,0.0,1,212,3,0,0,0,0,1,0,0,0,1,0,0,0,32.666666666666664,1.0,55.0
2787,8,0,1,50,0.0,0.0,1,875,3,0,0,1,0,0,0,0,1,0,1,0,0,160.0,1.0,50.0
7897,6,0,1,38,42.0,15.0,1,537,3,0,0,0,1,0,1,0,0,0,1,0,0,23.75,1.0,76.0
2072,0,0,1,41,9.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,69.51,1.0,12.0
2201,5,0,1,40,0.0,0.0,1,148,3,0,0,0,0,1,0,0,0,1,0,0,0,12.0,1.0,150.0
2205,0,0,1,71,22.0,14.0,1,385,3,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,100.0
324,0,0,1,15,0.0,0.0,1,21,4,1,1,0,0,1,0,0,0,1,0,0,0,12.5,1.0,500.0
5228,5,0,1,42,30.0,8.0,1,48,3,0,0,0,0,1,0,0,0,1,0,0,0,50.0,1.0,600.0
2932,6,0,1,47,9.0,0.0,1,154,1,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,100.0
977,0,0,1,47,11.0,11.0,1,138,3,0,0,1,0,0,0,0,0,1,0,0,0,250.0,1.0,2.0
2707,0,0,1,19,15.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8.0,1.0,150.0
3174,8,0,1,34,18.0,10.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,32.08,1.0,75.0
6176,8,0,1,38,21.0,0.0,1,386,3,0,0,1,0,0,0,0,0,1,0,0,0,37.0,1.0,50.0
6578,0,0,0,56,0.0,0.0,1,832,4,0,0,0,0,1,0,0,0,0,1,0,0,8.905,1.0,16.0
76,0,0,1,16,0.0,0.0,1,10,1,1,1,0,0,1,0,0,0,1,0,0,0,90.0,1.0,10.0
5773,0,0,1,27,0.0,0.0,1,20,3,0,0,0,0,1,0,0,1,0,1,0,0,12.857142857142858,1.0,185.7142857142857
431,0,0,1,19,20.0,12.0,1,61,3,0,0,0,0,1,0,0,0,1,0,0,0,7.0,1.0,40.0
218,0,0,1,25,0.0,0.0,1,1038,4,0,0,0,0,1,0,0,0,1,0,0,0,51.0,1.0,80.0
398,12,0,1,35,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,10.0
8088,0,0,0,41,0.0,0.0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,10.0,1.0,25.0
13845,5,0,1,74,9.0,10.0,1,96,3,0,0,0,0,1,0,0,0,1,0,0,0,50.0,1.0,80.0
701,6,0,0,27,0.0,0.0,1,495,3,0,0,1,0,0,0,0,0,1,0,0,0,8.46,1.0,50.0
393,0,0,1,59,0.0,0.0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,20.0,1.0,250.0
888,8,0,1,41,6.0,0.0,1,146,3,0,0,0,0,1,0,0,1,1,0,0,0,3.73,1.0,6.0
140,0,0,0,8,0.0,0.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,50.0,1.0,30.0
6637,0,0,1,33,0.0,0.0,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,10.0,1.0,30.0
277,13,0,0,31,0.0,0.0,0,484,1,0,0,1,0,0,0,0,0,1,0,0,0,12.636666666666665,1.6666666666666667,18.33333333333333
251,0,0,0,15,13.0,0.0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,100.0
10941,8,0,1,62,14.0,14.0,1,453,4,0,0,1,0,0,0,0,0,0,1,0,0,40.0,1.0,12.0
15,0,0,1,8,0.0,0.0,1,5,4,1,1,0,0,1,1,0,0,1,0,0,0,20.0,1.0,30.0
526,8,0,1,34,10.0,9.0,1,173,3,0,0,0,1,0,0,0,0,0,1,0,0,143.0,1.0,107.5
670,0,0,1,56,8.0,8.0,1,592,3,0,0,0,0,1,0,0,0,1,0,0,0,47.5,1.0,8.5
1414,6,0,1,22,0.0,0.0,1,0,3,1,1,0,0,1,0,1,0,1,0,0,0,25.0,1.0,1.5
1846,6,0,1,37,0.0,0.0,1,1044,3,1,1,1,0,0,0,0,0,0,0,0,1,7.0,1.0,80.0
1157,6,0,1,37,0.0,0.0,1,1044,3,1,1,1,0,0,0,0,0,0,0,0,1,7.0,1.0,80.0
5410,5,1,1,26,0.0,0.0,0,302,3,0,0,1,0,0,0,0,1,0,1,0,0,6.1000000000000005,1.0,100.0
12788,11,0,1,43,0.0,0.0,1,432,3,0,0,1,0,0,0,0,1,0,1,0,0,140.76,1.0,25.0
1756,8,0,1,30,19.0,0.0,1,240,3,0,0,1,0,0,0,0,0,1,0,0,0,47.5,1.0,3.5
2552,11,0,1,24,0.0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,340.0,1.0,24.0
5455,5,0,1,34,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,73.75,1.0,151.375
1309,8,0,1,57,11.0,11.0,1,331,3,0,0,1,0,0,0,0,0,0,1,0,0,15.0,1.0,10.0
1133,6,0,1,29,0.0,0.0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,88.33333333333331,1.0,400.0
2177,5,0,1,63,0.0,0.0,0,20,1,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,200.0
4912,6,0,0,43,0.0,0.0,0,79,3,0,0,0,1,0,0,0,0,0,0,1,0,12.2,1.0,15.0
2998,8,1,1,22,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,30.0,1.0,100.0
245,0,0,0,28,0.0,0.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,225.0883333333333,1.0,40.0
0,12,0,1,43,0.0,0.0,1,271,4,0,0,1,0,0,0,0,1,1,0,0,0,10.0,1.0,30.0
3932,8,0,1,84,12.0,13.0,1,149,3,0,0,1,0,0,0,0,0,0,1,0,0,60.10999999999999,1.0,20.0
4177,12,0,1,32,0.0,0.0,1,312,4,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,37.5
13883,11,0,1,65,0.0,0.0,1,920,3,0,0,0,1,0,0,0,0,0,1,0,0,50.59166666666667,1.0,31.66666666666667
672,6,1,1,22,0.0,0.0,1,807,4,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,50.0
68,8,0,0,15,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,675.0
620,5,0,1,15,0.0,0.0,1,298,3,0,0,0,0,1,0,0,0,1,0,0,0,7.0,1.0,450.0
1064,5,0,1,30,0.0,0.0,0,379,3,0,0,1,0,0,0,0,0,0,1,0,0,284.3666666666667,1.0,7.666666666666668
613,0,0,1,14,0.0,0.0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,-0.07999999999999996,1.0,50.0
1615,6,0,1,51,13.0,14.0,1,398,3,0,0,0,1,0,0,0,0,1,0,0,0,10.0,1.0,700.0
1615,6,0,1,99,13.0,14.0,1,398,3,0,0,0,1,0,0,0,0,1,0,0,0,10.0,1.0,1000.0
1615,6,0,1,47,13.0,14.0,1,398,3,0,0,0,1,0,0,0,0,1,0,0,0,10.0,1.0,200.0
1615,6,0,1,53,13.0,14.0,1,398,3,0,0,0,1,0,0,0,0,1,0,0,0,10.0,1.0,600.0
146,8,0,0,116,0.0,0.0,1,1191,3,0,0,1,0,0,0,0,0,0,1,0,0,177.61,1.0,999.0
111,5,1,0,6,18.0,11.0,1,226,3,0,0,0,1,0,0,0,0,1,0,0,0,20.0,1.0,100.0
616,5,1,0,15,0.0,0.0,1,0,3,0,1,1,0,0,0,0,0,1,0,0,0,20.0,1.0,100.0
10687,11,0,1,20,0.0,0.0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,8.955,1.0,137.5
1087,11,1,1,148,15.0,15.0,1,246,4,0,0,0,1,0,0,0,1,0,1,0,0,1973.08,1.0,584.2857142857142
26681,12,0,1,44,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,45.0,1.0,178.5
15243,6,0,1,29,0.0,0.0,0,525,3,0,0,1,0,0,0,0,0,0,1,0,0,364.5033333333333,1.0,83.33333333333333
5753,8,0,1,40,0.0,0.0,1,471,3,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,50.0
1757,11,0,0,38,12.0,12.0,0,208,3,0,0,1,0,0,0,0,1,0,1,0,0,17.07,1.0,44.0
520,5,0,1,48,0.0,0.0,1,308,3,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,70.0
1262,0,0,1,34,0.0,0.0,0,559,3,0,0,1,0,0,0,0,0,0,1,0,0,55.75,1.0,6.0
6846,5,0,1,25,18.0,0.0,1,600,3,0,0,0,0,1,0,0,1,0,1,0,0,28.988000000000003,1.0,516.3
1930,11,0,1,51,0.0,14.0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,20.97,1.0,12.5
498,0,0,1,14,0.0,0.0,1,1825,3,1,1,1,0,0,0,0,0,1,0,0,0,7.5,1.0,70.0
2450,8,0,1,39,0.0,0.0,1,173,3,0,0,1,0,0,0,0,0,0,1,0,0,1.855,1.0,47.5
2402,11,0,1,27,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,36.66666666666666,1.0,69.16666666666667
4201,6,0,1,53,32.0,11.0,1,782,3,0,0,0,1,0,0,0,0,1,0,0,0,19.344,1.0,38.4
870,11,0,0,17,0.0,0.0,0,118,3,1,1,1,0,0,0,0,0,1,0,0,0,250.0,1.0,17.5
6068,8,1,1,64,15.0,14.0,1,77,3,0,0,0,1,0,0,0,0,0,1,0,0,620.8175,1.0,22.0
1444,8,0,1,87,13.0,13.0,1,652,4,0,0,1,0,0,0,0,0,1,0,0,0,13.19,1.0,99.0
