,event_id,ticket_cost,ticket_availability,ticket_quant_total,ticket_quant_sold
3949,7231873,4.05,1.0,15.0,4.0
3950,7231957,4.05,1.0,15.0,8.0
3951,7281687,59.0,1.0,9.0,9.0
3952,7314541,54.0,1.0,130.0,113.0
3953,7334135,21.25,1.0,50.0,0.0
3954,7335711,26.0,2.0,100.0,4.25
3955,7337629,8.333333333333334,1.0,20.0,4.333333333333333
3956,7347245,11.0,1.0,85.0,11.0
3957,7363007,20.0,1.0,250.0,9.0
3958,7412015,140.0,1.0,50.0,11.0
3959,7412649,15.0,2.0,300.0,5.5
3960,7435041,21.056666666666665,1.0,300.0,11.666666666666666
3961,7510325,42.720000000000006,1.0,40.0,4.0
3962,7510477,35.08,1.0,24.0,1.0
3963,7510613,15.0,1.0,100.0,15.5
3964,7543265,22.76,1.0,70.0,17.0
3965,7543511,20.0,1.0,20.0,6.0
3966,7543707,40.833333333333336,1.0,233.33333333333334,31.666666666666668
3967,7558475,32.666666666666664,1.0,55.0,9.666666666666666
3968,7570489,160.0,1.0,50.0,15.0
3969,7614261,23.75,1.0,76.0,1.25
3970,7641449,69.51,1.0,12.0,4.0
3971,7681773,12.0,1.0,150.0,34.0
3972,7686789,10.0,1.0,100.0,11.0
3973,7689411,12.5,1.0,500.0,0.0
3974,7739817,50.0,1.0,600.0,1.5
3975,7740053,10.0,1.0,100.0,4.0
3976,7750699,250.0,1.0,2.0,2.0
3977,7773081,8.0,1.0,150.0,10.0
3978,7789029,32.08,1.0,75.0,1.0
3979,7837905,37.0,1.0,50.0,16.0
3980,7877297,8.905,1.0,16.0,8.0
3981,7903937,90.0,1.0,10.0,0.0
3982,7930573,12.857142857142858,1.0,185.71428571428572,24.428571428571427
3983,7952815,7.0,1.0,40.0,2.0
3984,8001813,51.0,1.0,80.0,9.8
3985,8034783,10.0,1.0,10.0,22.0
3986,8100233,10.0,1.0,25.0,0.0
3987,8100531,50.0,1.0,80.0,11.5
3988,8116261,8.46,1.0,50.0,3.0
3989,8133507,20.0,1.0,250.0,3.0
3990,8134615,3.73,1.0,6.0,3.0
3991,8162415,50.0,1.0,30.0,0.0
3992,8183031,10.0,1.0,30.0,0.0
3993,8187617,12.636666666666665,1.6666666666666667,18.333333333333332,15.333333333333334
3994,8202259,15.0,1.0,100.0,3.0
3995,8227341,40.0,1.0,12.0,8.0
3996,8231609,20.0,1.0,30.0,0.0
3997,8231825,143.0,1.0,107.5,8.0
3998,8262275,47.5,1.0,8.5,1.0
3999,8531727,25.0,1.0,1.5,0.0
4000,301632,7.0,1.0,80.0,14.0
4001,301642,7.0,1.0,80.0,39.0
4002,761011,6.1000000000000005,1.0,100.0,72.5
4003,859811,140.76,1.0,25.0,19.0
4004,957959,47.5,1.0,3.5,2.5
4005,1023317,340.0,1.0,24.0,3.0
4006,1044475,73.75,1.0,151.375,2.125
4007,1089527,15.0,1.0,10.0,2.0
4008,1121749,88.33333333333333,1.0,400.0,85.33333333333333
4009,1154385,15.0,1.0,200.0,24.0
4010,1154585,12.2,1.0,15.0,3.2
4011,1187215,30.0,1.0,100.0,13.0
4012,1187791,225.08833333333334,1.0,40.0,5.0
4013,1187813,10.0,1.0,30.0,30.0
4014,1220323,60.10999999999999,1.0,20.0,4.666666666666667
4015,1252833,15.0,1.0,37.5,2.5
4016,1253249,50.59166666666667,1.0,31.666666666666668,20.333333333333332
4017,1285581,10.0,1.0,50.0,28.0
4018,1285617,10.0,1.0,675.0,1.0
4019,1318219,7.0,1.0,450.0,8.0
4020,1318509,284.3666666666667,1.0,7.666666666666667,0.3333333333333333
4021,1318581,-0.07999999999999996,1.0,50.0,2.5
4022,1383573,10.0,1.0,700.0,158.0
4023,1383601,10.0,1.0,1000.0,67.0
4024,1383613,10.0,1.0,200.0,10.0
4025,1383745,10.0,1.0,600.0,88.0
4026,1384161,177.61,1.0,999.0,14.0
4027,1392537,20.0,1.0,100.0,2.0
4028,1416749,20.0,1.0,100.0,1.0
4029,1435087,8.955,1.0,137.5,17.5
4030,1449891,1973.08,1.0,584.2857142857143,0.8571428571428571
4031,1482015,45.0,1.0,178.5,3.5
4032,1482245,364.50333333333333,1.0,83.33333333333333,0.6666666666666666
4033,1515365,10.0,1.0,50.0,18.0
4034,1547785,17.07,1.0,44.0,4.5
4035,1552311,15.0,1.0,70.0,35.0
4036,1580727,55.75,1.0,6.0,1.0
4037,1613469,28.988,1.0,516.3,16.6
4038,1613673,20.97,1.0,12.5,10.5
4039,1616441,7.5,1.0,70.0,0.0
4040,1645997,1.855,1.0,47.5,28.0
4041,1646219,36.666666666666664,1.0,69.16666666666667,7.833333333333333
4042,1678927,19.344,1.0,38.4,2.2
4043,1705167,250.0,1.0,17.5,1.5
4044,1744071,620.8175,1.0,22.0,5.25
4045,1777441,13.19,1.0,99.0,7.0
4046,1842351,29.0,1.0,440.0,81.6
4047,1842439,22.63,1.0,18.0,3.0
4048,1842503,10.666666666666666,1.0,66.66666666666667,34.0
4049,1842891,250.0,1.0,1.0,1.0
4050,1875563,15.2,1.0,300.0,45.0
4051,1890895,20.0,1.0,137.5,3.25
4052,1940857,82.99,1.0,30.0,3.0
4053,1951051,16.666666666666668,1.0,163.33333333333334,17.666666666666668
4054,1974061,10.0,1.0,300.0,37.0
4055,1983797,165.26,1.0,200.0,2.5
4056,2006417,50.0,1.0,50.0,0.5
4057,2006465,18.0,1.0,30.0,17.0
4058,2006737,41.76,1.0,50.0,38.5
4059,2038381,13.0,1.0,200.0,1.0
4060,2039143,40.0,1.0,100.0,8.0
4061,2039683,20.0,1.0,600.0,6.0
4062,2039805,0.0,1.0,100.0,44.0
4063,2043859,30.0,1.0,150.0,29.333333333333332
4064,2072031,5.965,1.0,110.0,114.5
4065,2072447,38.23571428571428,1.0,71.42857142857143,2.0
4066,2072533,20.0,1.0,250.0,0.0
4067,2104847,8.285714285714286,1.0,7708.571428571428,597.7142857142857
4068,2104909,20.571428571428573,1.0,24.428571428571427,12.714285714285714
4069,2105119,7.5,1.0,133.33333333333334,15.5
4070,2105245,66.455,1.0,17.0,3.0
4071,2114779,101.92666666666668,1.0,500.0,0.3333333333333333
4072,2137292,6.0,1.0,100.0,19.0
4073,2137770,4.05,1.0,300.0,38.0
4074,2170486,2076.7125,1.0,517.5,0.375
4075,2170570,2008.398,1.0,420.0,0.8
4076,2170752,2239.07,1.0,356.6666666666667,0.5
4077,2236054,6.63,1.0,75.0,43.0
4078,2334062,10.75,1.0,1100.0,32.75
4079,2334082,60.43,1.0,20.0,9.0
4080,2334204,33.333333333333336,1.0,83.33333333333333,39.666666666666664
4081,2399998,35.0,1.0,30.0,15.0
4082,2400172,30.0,1.0,400.0,239.0
4083,2400262,72.245,1.0,18.5,11.75
4084,2415168,8.46,1.0,40.0,27.0
4085,2432196,0.0,1.0,200.0,70.0
4086,2432414,36.35,1.0,20.0,8.0
4087,2432994,5.0,1.0,100.0,0.5
4088,2465006,12.71,1.0,10.0,7.0
4089,2465066,1.7599999999999998,1.0,107.0,1.0
4090,2465782,36.61,1.0,4.0,2.5
4091,2475768,399.0,1.0,30.0,7.0
4092,2497968,40.0,1.0,80.0,80.0
4093,2498540,177.33333333333334,1.0,300.0,62.0
4094,2530918,25.0,1.0,250.0,43.0
4095,2530962,17.55,1.0,21.0,3.5
4096,2596696,6.766,1.0,80.0,0.6
4097,2596846,17.0,1.0,194.5,114.16666666666667
4098,2628919,8.46,1.0,1000.0,347.0
4099,2629097,53.635,1.0,100.0,10.5
4100,2629491,30.0,1.0,350.0,1.0
4101,0,,,,
4102,2661539,50.71,1.0,50.0,34.0
4103,2661705,50.0,1.0,40.0,10.0
4104,2695129,150.0,1.0,150.0,16.0
4105,2709519,100.0,1.0,1000.0,16.0
4106,2727105,36.81,1.0,40.0,2.0
4107,2727145,8.0,1.0,125.0,6.0
4108,2727465,37.5,1.0,8.0,6.0
4109,2727701,25.0,1.0,50000.0,164.0
4110,2727731,35.0,1.0,10.0,10.0
4111,2753799,3.0,1.0,57.5,1.0
4112,2760121,10.0,1.0,110.0,30.0
4113,2760571,478.75,1.0,52.0,1.0
4114,2792831,27.36,1.0,100.0,41.0
4115,2825681,7.25,1.75,45.0,20.0
4116,2826023,484.75,1.0,12.0,3.0
4117,2856839,0.0,1.0,200.0,2.0
4118,2858241,8.46,1.0,230.0,52.0
4119,2858277,46.26,1.0,22.0,19.0
4120,2858563,25.67,1.0,30.0,14.0
4121,2891655,5.6725,1.0,1875.0,0.75
4122,2891779,6.59,1.0,40.0,15.0
4123,2923109,12.5,1.0,112.5,6.0
4124,2923993,5.473333333333334,1.0,1.0,12.333333333333334
4125,2988581,125.0,1.0,16.5,16.5
4126,2989191,30.0,1.0,17.0,6.0
4127,2989461,13.185,1.0,47.5,2.0
4128,2990049,36.81,1.0,35.0,4.0
4129,3022189,39.8,1.0,31.4,17.4
4130,3022491,6.57,1.0,200.0,18.0
4131,3022603,8.333333333333334,1.0,300.0,6.0
4132,3022615,22.63,1.0,55.0,54.0
4133,3022741,566.67,1.0,20.0,3.0
4134,3051055,1350.0,1.0,9.0,4.0
4135,3055539,0.0,1.0,0.0,0.16666666666666666
4136,3055571,25.0,1.0,100.0,2.0
4137,3087625,15.0,1.0,80.0,22.0
4138,3087831,20.0,1.0,110.0,7.25
4139,3087935,50.0,1.0,30.0,19.0
4140,3088105,25.598000000000003,1.0,113.2,38.0
4141,3088305,10.636666666666667,1.0,53.333333333333336,38.0
4142,3117629,36.81,1.0,40.0,36.0
4143,3120763,16.85,1.0,12.4,4.333333333333333
4144,3120835,11.315,1.0,750.0,7.5
4145,3120943,960.05,1.0,42.0,23.0
4146,3147087,1124.95,1.0,25.0,5.5
4147,3153801,39.17,1.0,100.0,23.0
4148,3186487,15.0,1.0,150.0,59.0
4149,3186601,2.3333333333333335,1.0,100.0,10.333333333333334
4150,3196199,8.46,1.0,200.0,118.0
4151,3251405,15.0,1.0,250.0,0.0
4152,3251451,17.91,1.0,100.0,26.0
4153,3252029,0.0,1.0,100.0,7.5
4154,3327287,25.0,1.0,44.0,29.0
4155,3349839,175.0,1.0,20.0,5.5
4156,3350425,10.0,1.0,100.0,11.0
4157,3387377,225.0,1.0,11.666666666666666,0.3333333333333333
4158,3387383,22.5,1.0,50.0,1.0
4159,3415579,16.455,1.0,400.0,122.5
4160,3441863,20.0,1.0,300.0,0.0
4161,3448141,22.85,1.0,30.0,10.0
4162,3448151,22.85,1.0,30.0,12.0
4163,3481039,20.27,1.0,26.5,18.5
4164,3485575,62.33,1.0,30.0,4.5
4165,3513499,0.0,1.0,60.0,1.0
4166,3546707,10.5,1.0,80.0,31.0
4167,3546709,10.0,1.0,100.0,1.0
4168,3572621,45.0,1.0,450.0,12.0
4169,3579527,18.01,1.0,100.0,70.0
4170,3579597,5.0,1.0,400.0,1.0
4171,3611918,10.0,1.0,100.0,31.0
4172,3612008,8.46,1.0,30.0,3.0
4173,3612448,30.0,1.0,45.0,15.0
4174,3625856,40.0,1.0,50.0,20.0
4175,3645364,56.666666666666664,1.0,34.0,0.3333333333333333
4176,3654464,141.51,1.0,350.0,8.0
4177,3677390,100.0,1.0,3.0,1.0
4178,3678052,227.38333333333333,1.0,86.66666666666667,43.0
4179,3710112,30.0,1.0,14.0,15.5
4180,3710428,10.0,1.0,8.0,5.0
4181,3742910,32.08,1.0,35.0,2.5
4182,3742946,386.02666666666664,1.0,233.33333333333334,2.0
4183,3775938,12.5,1.0,250.0,13.5
4184,3808390,58.07,1.0,1000.0,0.5
4185,3808636,224.305,1.0,80.0,2.25
4186,3808678,45.0,1.0,45.0,43.0
4187,3808796,100.0,1.0,100.0,0.5
4188,3809130,20.0,1.0,400.0,0.5
4189,3809136,53.06,1.0,15.0,3.0
4190,3810490,154.45,1.0,3.0,3.0
4191,3873948,55.75,1.0,20.0,0.5
4192,3874014,619.7075,1.0,10.0,1.5
4193,3884676,84.555,1.0,50.0,2.5
4194,3906884,425.0,1.0,50.0,1.0
4195,3907310,12.5,1.0,45.0,4.5
4196,3907418,50.0,1.0,5.0,4.5
4197,3907530,19.0,1.0,105.0,48.5
4198,3914126,275.0,1.0,40.0,0.0
4199,3914128,125.0,1.0,10.0,0.0
4200,3939478,46.51,1.0,200.0,0.5
4201,3939776,7.0,1.0,750.0,9.0
4202,3939892,0.0,1.0,3000.0,57.0
4203,3939996,30.0,1.0,17.0,5.0
4204,3972348,27.354999999999997,1.0,300.0,39.5
4205,3972418,45.96,1.0,130.0,29.0
4206,3972740,17.332,1.0,190.4,28.2
4207,4009882,8.5,1.0,15.0,6.0
4208,4071244,13.260000000000002,1.0,90.0,47.5
4209,4102782,9.2,1.0,620.0,40.8
4210,4104192,10.666666666666666,2.0,56.0,12.0
4211,4126906,6.0,1.0,200.0,8.0
4212,4169724,10.0,1.0,2000.0,1.0
4213,4201670,0.0,1.0,1.0,1.0
4214,4201706,50.0,1.0,14.0,14.0
4215,4234770,29.900000000000002,1.0,38.5,29.5
4216,4234950,23.419999999999998,1.0,22.666666666666668,10.333333333333334
4217,4267954,50.0,1.0,12.0,4.0
4218,4288512,2113.0874999999996,1.0,517.5,0.375
4219,4299290,150.0,1.0,15.0,0.0
4220,4299368,36.501999999999995,1.0,240.0,15.2
4221,4333006,206.42749999999998,1.0,23.0,0.5
4222,4333578,105.85499999999999,1.0,101.25,2.25
4223,4366140,36.01,1.0,100.0,56.0
4224,4366226,3.76,1.0,20.0,40.0
4225,4399052,13.18,1.0,100.0,6.0
4226,4431490,5810.050000000001,1.0,18.428571428571427,2.5714285714285716
4227,4463980,69.21333333333332,1.0,6.666666666666667,4.666666666666667
4228,4464160,8.46,1.0,100.0,2.0
4229,4464592,1.6666666666666667,1.0,50.0,6.0
4230,4497004,10.0,1.0,31.666666666666668,18.666666666666668
4231,4497118,340.9,1.0,100.0,3.0
4232,4512356,186.41,1.0,5.0,4.0
4233,4529800,0.0,1.0,100.0,3.0
4234,4530060,12.5,1.25,91.25,7.25
4235,4530134,27.354999999999997,1.0,20.0,8.5
4236,4562170,22.5,1.0,75.0,13.0
4237,4562336,7.0,1.0,45.0,3.5
4238,4562384,7.0,1.0,52.0,3.5
4239,4562858,18.405,1.0,40.0,19.0
4240,4627680,17.5,1.0,7.5,3.0
4241,4628008,3.73,1.0,40.0,40.0
4242,4628048,27.354999999999997,1.0,250.0,31.0
4243,4661005,7.5,1.0,250.0,142.5
4244,4661045,50.0,1.0,260.0,0.0
4245,4661109,4.0,1.0,50.0,17.5
4246,4693591,20.0,1.0,20.0,1.0
4247,4693649,5.0,1.0,45.0,13.5
4248,4714791,45.0,1.0,22.5,22.5
4249,4726129,5.0,1.0,40.0,8.0
4250,0,,,,
4251,4748835,356.6666666666667,1.0,85.0,0.0
4252,4758907,60.435,1.0,7.5,3.5
4253,4759213,76.795,1.0,11.5,3.75
4254,4759447,12.0,1.0,9.0,5.0
4255,4797935,490.0,1.0,81.0,0.0
4256,4823673,30.0,1.0,24.0,4.0
4257,4824637,1.975,1.0,50.0,6.0
4258,4839967,40.0,1.0,50.0,8.0
4259,4840027,22.51,1.0,30.0,2.0
4260,4861813,13.18,1.0,15.0,2.0
4261,4862335,25.0,1.0,100.0,3.0
4262,4890145,17.5,1.0,15.0,5.5
4263,4923117,61.025,1.0,59.375,6.0
4264,4932897,3.73,1.0,80.0,51.0
4265,4932937,30.0,1.0,100.0,16.0
4266,4949222,79.99,1.0,80.0,0.0
4267,4955440,28.354999999999997,1.0,100.0,5.5
4268,4955536,22.5,1.0,562.5,1.0
4269,4955678,174.52,1.0,63.0,16.333333333333332
4270,4955856,10.0,1.0,70.0,14.0
4271,4965640,20.0,1.0,60.0,30.0
4272,4982056,150.0,1.0,20.0,0.0
4273,4988068,12.0,1.0,160.0,183.0
4274,4988390,150.0,1.0,20.0,0.0
4275,4988878,7.25,1.0,190.0,90.0
4276,4993022,29.900000000000002,1.0,7.0,14.25
4277,5003892,8.46,1.0,50.0,1.0
4278,5021130,152.0,1.0,10.0,0.5
4279,5036688,92.875,1.0,17.5,0.125
4280,5042140,291.16285714285715,1.0,30.0,1.2857142857142858
4281,5053870,50.98,1.0,12.0,12.0
4282,5070736,199.82,1.0,60.0,36.0
4283,5086814,0.0,1.0,100.0,0.0
4284,5086966,145.0,1.0,29.2,26.9
4285,5087236,0.0,1.0,100.0,0.0
4286,5087244,0.0,1.0,100.0,0.0
4287,5119454,23.0,1.0,33.0,8.0
4288,5119578,15.625,1.0,1093.75,416.75
4289,5119700,55.71,1.0,225.0,191.5
4290,5125304,27.14714285714286,1.0,40.0,3.2857142857142856
4291,5152266,51.666666666666664,1.0,155.0,134.33333333333334
4292,5152676,35.08,1.0,24.0,19.0
4293,5156812,35.5,1.0,1124.6666666666667,219.5
4294,5185062,383.3333333333333,1.0,88.0,1.3333333333333333
4295,5185344,3.11,1.0,15.0,6.0
4296,5200438,27.36,1.0,500.0,2.0
4297,5217472,18.333333333333332,1.0,58.333333333333336,8.0
4298,5217996,3.1160000000000005,1.0,1700.0,8.4
4299,5250548,12.5,1.0,105.0,51.5
4300,5250724,2.495,1.0,102.5,60.25
4301,5315830,655.0,1.0,222.8,11.8
4302,5316430,15.0,1.0,400.0,23.0
4303,5318186,22.5,1.0,60.0,13.0
4304,5348928,20.0,1.0,30.0,3.0
4305,5369848,4.346666666666667,1.0,23.333333333333332,2.5
4306,5381308,15.0,1.0,40.0,8.0
4307,5381490,14.969999999999999,1.5,91.66666666666667,12.5
4308,5381498,65.0,1.0,90.0,1.5
4309,5410078,10.0,1.0,20.0,14.0
4310,5414402,4.68,1.0,2.0,94.0
4311,5414758,20.0,1.0,50.0,1.0
4312,5414904,32.5,1.0,200.0,5.0
4313,5447194,20.0,1.0,25.0,16.0
4314,5479652,30.0,1.0,100.0,37.0
4315,5479984,3.73,1.0,50.0,50.0
4316,5496292,5.0,1.0,55.0,25.0
4317,5513158,17.5,1.0,43.5,24.5
4318,5545740,26.666666666666668,1.0,166.66666666666666,27.0
4319,5560904,63.75,1.0,8.75,1.75
4320,5577262,40.208333333333336,1.0,133.33333333333334,0.6666666666666666
4321,5578604,20.0,1.0,30.0,2.0
4322,5578714,119.035,1.0,30.0,8.0
4323,5593640,124.58333333333333,1.0,5.0,0.3333333333333333
4324,5631970,36.81,1.0,1000.0,22.5
4325,5637342,13.513333333333334,1.0,50.0,2.3333333333333335
4326,5643602,17.5,1.0,22.5,4.0
4327,5644084,398.3,1.0,35.0,1.5
4328,5676580,225.0,1.0,1300.0,0.0
4329,5676750,17.91,1.0,250.0,2.0
4330,5676898,5.565,1.0,13.125,5.6875
4331,5681070,5.0,1.0,100.0,34.0
4332,5692694,8.46,1.0,45.0,24.0
4333,5709240,25.0,1.0,250.0,0.5
4334,5709324,5.0,1.0,20.0,3.5
4335,5709332,37.01,1.0,25.0,22.0
4336,5713404,50.71,1.0,35.0,37.0
4337,5742218,28.19375,1.0,100.0,0.75
4338,5775289,3.11,1.0,80.0,61.0
4339,5808027,102.14285714285714,1.0,21.571428571428573,3.0
4340,5817599,17.91,1.0,11.0,3.0
4341,5823021,38.75,1.0,131.0,0.5
4342,5840645,14.274999999999999,1.0,1625.0,0.5
4343,5873323,40.6,1.0,35.0,6.0
4344,5877665,3.7875,1.0,12.0,3.25
4345,5893209,66.66666666666667,1.0,34.333333333333336,0.0
4346,5932053,70.0,1.0,100.0,2.0
4347,5938539,20.0,1.0,50.0,33.0
4348,5970919,27.21,1.0,30.0,27.0
4349,5971165,5.0,1.0,65.0,55.0
4350,5971899,69.885,1.0,40.0,1.0
4351,5981483,4.0,1.0,80.0,0.0
4352,5992311,4.0,1.0,20.0,1.0
4353,6019645,60.0,1.0,20.0,5.0
4354,6123477,1154.05,1.0,20.0,8.0
4355,6130219,140.76,1.0,10.0,2.0
4356,6135791,8.75,1.0,11.0,11.0
4357,6141127,399.0,1.0,20.0,2.0
4358,6145341,22.0,1.0,50.0,20.0
4359,6165147,10.82,1.0,17.5,2.0
4360,6168003,43.405,1.0,200.0,21.0
4361,6168121,13.45,1.0,30.0,10.0
4362,6168413,19.37666666666667,1.0,83.33333333333333,209.0
4363,6178009,11.0,1.0,50.0,2.0
4364,6183683,6.12,1.0,65.0,20.5
4365,6194591,307.12,1.0,1.0,1.0
4366,6213167,125.0,1.0,175.0,164.0
4367,6233613,4.0,1.0,10.0,1.4
4368,6248083,287.7,1.0,17.6,10.2
4369,6276355,27.63,1.0,150.0,75.0
4370,6276411,7.5,1.0,10.0,5.0
4371,6283743,10.0,1.0,150.0,2.0
4372,6299297,475.05,1.0,25.0,3.0
4373,6330963,17.91,1.0,24.0,24.0
4374,6331783,22.63,1.0,500.0,6.0
4375,6331901,10.0,2.0,55.0,15.0
4376,6332055,285.572,1.0,50.0,6.8
4377,6375717,8.46,1.0,100.0,1.0
4378,6391021,32.5,1.0,29.0,29.0
4379,6397061,25.056,1.0,28.0,3.0
4380,6397159,17.905,1.0,525.0,194.0
4381,6397195,0.0,1.0,200.0,1.0
4382,6397299,29.142857142857142,1.0,127.42857142857143,3.8857142857142857
4383,6397469,0.0,1.0,200.0,1.0
4384,6429193,10.907777777777778,1.5555555555555556,40.0,2.5555555555555554
4385,6431365,7.881111111111112,1.5555555555555556,40.0,1.4444444444444444
4386,6445607,34.635,1.0,1.0,1.0
4387,6483747,3.71,1.0,40.0,43.0
4388,6495493,68.75,1.1666666666666667,6046.0,254.5
4389,6495671,55.0,1.0,16.0,6.0
4390,6496015,18.01,1.0,8.0,9.0
4391,6529769,37.5,1.0,87.5,72.0
4392,6533041,175.0,1.0,3.0,3.0
4393,6543921,8.46,1.0,10.0,1.0
4394,6561087,10.35,1.0,50.0,2.0
4395,6561679,5.0,1.0,500.0,0.6666666666666666
4396,6561777,15.0,1.0,150.0,36.0
4397,6594169,69.88,1.0,135.0,1.0
4398,6594571,27.5,1.0,100.0,13.0
4399,6620473,12.0,1.0,42.0,42.0
4400,6626725,461.52,1.0,70.0,4.0
4401,6631417,2.0374999999999996,1.0,125.0,17.25
4402,6659847,10.0,1.0,7.5,2.5
4403,6692263,127.25999999999999,1.0,50.0,5.666666666666667
4404,6724749,32.26,1.0,50.0,18.0
4405,6751505,0.0,1.0,65.0,60.5
4406,6788187,30.0,1.0,10.0,1.0
4407,6789773,46.010000000000005,1.0,12.0,4.5
4408,6790941,12.5,1.0,146.5,30.5
4409,6795147,171.8166666666667,1.0,5.0,1.0
4410,6817059,50.0,1.0,100.0,23.0
4411,6823941,259.145,1.0,62.5,0.25
4412,6841787,55.709999999999994,1.0,50.0,6.0
4413,6855849,7.08,1.0,20.0,6.0
4414,6921619,18.15,1.0,50.0,24.0
4415,6922057,83.61,1.0,16.0,3.0
4416,6954289,10.0,1.0,50.0,0.0
4417,6987097,17.5,1.0,200.0,21.75
4418,6987603,261.875,1.0,9.5,1.5
4419,6999695,12.5,1.0,62.5,2.5
4420,7019771,17.91,1.0,100.0,87.0
4421,7052447,13.11,1.0,200.0,1.0
4422,7053227,303.01,1.0,60.0,4.0
4423,7068207,10.0,1.0,300.0,3.0
4424,7087141,100.0,1.0,10.0,0.0
4425,7087153,100.0,1.0,10.0,0.0
4426,7096805,30.0,1.0,17.5,16.5
4427,7099143,10.0,1.0,4000.0,1398.0
4428,7115521,10.0,1.0,100.0,25.0
4429,7118527,90.0,1.0,62.0,2.6666666666666665
4430,7122797,10.666666666666666,2.0,59.333333333333336,6.666666666666667
4431,7135159,20.14,1.0,19.0,18.0
4432,7151593,2.486666666666667,1.0,125.0,64.0
4433,7213695,0.0,1.0,10000.0,0.5
4434,7217021,17.5,1.0,50.0,3.0
4435,7230489,15.0,1.0,60.0,23.0
4436,7249539,21.506666666666664,1.0,106.66666666666667,57.0
4437,7249683,29.72,1.0,150.0,2.5
4438,7253915,45.0,1.0,30.0,14.0
4439,7265623,0.0,1.0,100.0,0.0
4440,7281977,23.13,1.0,100.0,2.0
4441,7282227,7.213333333333334,1.0,12.0,0.3333333333333333
4442,7292945,43.894999999999996,1.0,100.0,1.5
4443,7293361,5.6,1.8,75.0,13.0
4444,7314087,41.53,1.0,200.0,82.0
4445,7314821,12.5,1.0,12.0,3.0
4446,7330409,4.205,1.0,1000.0,187.0
4447,7363237,137.5,1.0,4.0,1.0
4448,7370847,45.88,1.0,15.0,5.0
4449,7380459,23.58,1.0,16.0,8.0
4450,7380551,11.315,1.0,40.0,25.0
4451,7445711,5.333333333333333,1.0,400.0,0.0
4452,7446127,41.31,1.0,15.0,1.0
4453,7447431,26.666666666666668,1.0,1166.6666666666667,332.6666666666667
4454,7468349,46.26,1.0,100.0,1.0
4455,7510553,7.213333333333334,1.0,83.33333333333333,1.3333333333333333
4456,7511395,24.73,1.0,65.0,61.0
4457,7521251,11.726666666666667,1.0,93.33333333333333,37.0
4458,7527055,3.05,1.0,100.0,19.5
4459,7534511,8.96,1.0,11.666666666666666,6.0
4460,7537911,38.1875,1.0,3.25,0.25
4461,7539959,4.470000000000001,1.0,200.0,10.0
4462,7540717,1.6666666666666667,1.0,16.666666666666668,1.6666666666666667
4463,7543391,30.0,1.0,100.0,0.0
4464,7544333,93.00999999999999,1.0,109.0,57.0
4465,7544841,8.75,1.0,200.0,15.75
4466,7574893,45.0,1.0,143.75,29.5
4467,7577413,20.0,1.0,32.0,11.0
4468,7619069,5.08,1.0,500000.0,3.0
4469,7642837,15.0,1.0,10.0,52.0
4470,7701025,1455.0,1.0,6.5,1.5
4471,7722193,57.5,1.0,28.75,12.75
4472,7773743,163.11399999999998,1.0,9.8,0.2
4473,7774955,15.0,1.0,50.0,14.0
4474,7800757,20.0,1.0,200.0,38.0
4475,7806167,203.13,1.0,3.0,1.5
4476,7806919,10.0,1.0,100.0,0.5
4477,7832811,225.0,1.0,2.0,2.0
4478,7872101,40.0,1.0,30.0,0.0
4479,7883661,22.32,1.0,40.0,16.0
4480,0,,,,
4481,7936879,65.0,1.0,14.0,1.0
4482,7963887,750.0,1.0,1.0,0.0
4483,7979649,34.445,1.0,74.5,6.25
4484,0,,,,
4485,8035613,10.0,1.0,30.0,1.0
4486,8052811,15.0,1.0,500.0,15.5
4487,8080689,17.5,1.0,22.5,12.5
4488,8141187,10.0,1.0,1000.0,0.0
4489,8166915,28.5375,1.0,56.25,26.25
4490,8167301,42.86,1.0,15.0,11.0
4491,8170635,131.30666666666664,1.0,30.0,3.6666666666666665
4492,8171439,10.0,1.0,1000.0,61.0
4493,8199623,17.5,1.0,17.5,17.0
4494,8264993,285.0,1.0,100.0,0.6666666666666666
4495,8358885,15.0,1.0,30.0,0.0
4496,8363585,50.0,1.0,20.0,0.0
4497,0,,,,
4498,0,,,,
4499,8746757,1445.0,1.0,100.0,0.0
4500,858903,55.0,1.0,100.0,0.0
4501,893051,46.51,1.0,50.0,11.0
4502,992083,25.333333333333332,1.0,16.333333333333332,10.333333333333334
4503,1024471,73.125,1.0,31.25,8.5
4504,1057195,94.01,1.0,500.0,15.0
4505,1088269,39.75,1.0,125.0,65.0
4506,1089653,27.5,1.0,9.0,9.0
4507,1089711,27.5,1.0,40.0,40.0
4508,1090173,0.0,1.0,200.0,3.0
4509,1122599,51.05,1.0,15.0,9.0
4510,1150755,1643.75,1.0,10.0,0.25
4511,1153803,12.5,1.0,1000.0,33.5
4512,1155227,6.57,1.0,100.0,30.0
4513,1155361,15.07,1.0,20.0,4.0
4514,1155559,3.74,1.0,20.0,9.0
4515,1156007,1242.0,1.0,20.0,1.3333333333333333
4516,1170167,12.058823529411764,1.0,89.47058823529412,4.882352941176471
4517,1188113,13.283333333333333,1.0,25.0,4.5
4518,1220739,0.8471428571428571,1.0,3.7142857142857144,1.2857142857142858
4519,1221139,38.0,1.0,100.0,71.0
4520,1221203,8.41,1.0,20.0,10.0
4521,1230215,44.0,1.0,430.0,73.4
