body_length,channels,fb_published,has_logo,name_length,org_facebook,org_twitter,show_map,user_age,user_type,Label,month,day,hour,minute,dayofyear,weekofyear,week,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,time_diff_seconds,previous_payout0,has_header_0.0,has_header_1.0,has_header_nan,yahoo,is_fr,is_org,delivery_method_0.0,delivery_method_1.0,delivery_method_3.0,delivery_method_nan
2898,5,0,1,35,0.0,0.0,1,534,3,0,4,28,23,0,118,17,17,6,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
2849,11,1,1,45,0.0,0.0,1,566,3,0,3,16,2,0,75,11,11,5,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1298,8,1,1,42,16.0,15.0,1,89,4,0,2,28,20,0,59,9,9,3,1,False,True,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
817,12,0,0,23,0.0,0.0,1,0,1,1,2,4,6,0,35,6,6,0,1,False,False,False,False,10800.0,1,0,0,1,0,0,0,1,0,0,0
1700,8,0,1,17,0.0,0.0,1,205,3,1,3,9,4,0,68,10,10,5,1,False,False,False,False,131400.0,1,1,0,0,0,0,0,1,0,0,0
0,5,0,0,23,7.0,7.0,1,155,3,0,6,26,0,0,177,26,26,2,2,False,False,False,False,28800.0,0,0,1,0,0,0,0,0,1,0,0
2057,0,0,1,33,0.0,0.0,1,245,1,0,2,12,4,30,43,7,7,1,1,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
2119,0,0,1,34,13.0,13.0,0,335,3,0,5,3,3,0,123,18,18,4,2,False,False,False,False,7200.0,0,1,0,0,0,0,1,1,0,0,0
1572,5,0,1,71,0.0,0.0,1,1,3,0,4,13,23,30,103,15,15,5,2,False,False,False,False,25200.0,0,1,0,0,0,0,0,0,1,0,0
9418,0,0,1,63,0.0,0.0,1,96,1,0,3,23,2,0,82,12,12,5,1,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
848,12,0,1,35,0.0,0.0,1,1251,1,0,5,3,5,30,123,18,18,4,2,False,False,False,False,700200.0,0,1,0,0,0,0,0,1,0,0,0
2619,6,0,1,37,0.0,0.0,1,0,3,0,2,21,11,0,52,8,8,3,1,False,False,False,False,21600.0,0,1,0,0,0,0,0,1,0,0,0
10851,4,1,1,31,28.0,13.0,1,260,4,0,4,24,4,0,114,17,17,2,2,False,False,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
6147,8,1,1,81,12.0,14.0,1,903,3,0,5,21,3,30,141,21,21,1,2,False,False,False,False,9000.0,0,1,0,0,0,0,1,0,1,0,0
641,5,0,1,17,18.0,15.0,1,59,3,0,5,17,5,0,137,20,20,4,2,False,False,False,False,10800.0,0,0,0,1,0,0,1,0,1,0,0
1090,11,1,1,142,15.0,15.0,1,938,4,0,7,18,23,0,199,29,29,3,3,False,False,False,False,115200.0,0,0,1,0,0,0,1,0,1,0,0
6357,8,0,1,38,28.0,14.0,1,1579,4,0,3,8,0,30,67,10,10,4,1,False,False,False,False,25200.0,0,1,0,0,1,0,0,1,0,0,0
2602,8,0,1,48,0.0,9.0,1,620,3,0,7,2,23,0,183,27,27,1,3,False,False,False,False,109800.0,0,0,1,0,0,0,0,0,1,0,0
256,6,0,1,21,0.0,0.0,1,861,1,0,3,28,19,0,87,13,13,3,1,False,False,False,False,61200.00000000001,0,1,0,0,0,0,0,1,0,0,0
7943,8,0,1,26,0.0,0.0,1,573,3,0,3,6,17,0,65,10,10,2,1,False,False,False,False,3600.0,0,0,1,0,0,0,0,0,1,0,0
51,0,0,0,18,0.0,0.0,0,31,1,1,2,26,0,0,57,9,9,1,1,False,False,False,False,529200.0,0,1,0,0,0,0,0,1,0,0,0
11637,0,0,1,55,0.0,0.0,1,0,1,1,5,5,23,0,125,18,18,6,2,False,False,False,False,21600.0,0,0,0,1,0,0,0,1,0,0,0
12633,11,1,1,33,21.0,11.0,1,444,3,0,4,17,1,30,107,16,16,2,2,False,False,False,False,9000.0,0,1,0,0,0,0,0,1,0,0,0
4770,8,0,1,65,0.0,0.0,1,595,3,0,4,2,6,0,92,14,14,1,2,False,False,False,False,18000.0,0,1,0,0,0,0,0,0,1,0,0
3159,5,0,1,60,10.0,11.0,1,1154,3,0,3,8,12,0,67,10,10,4,1,False,False,False,False,21600.0,0,1,0,0,0,0,0,1,0,0,0
325,0,0,1,32,0.0,0.0,1,0,3,0,4,19,0,0,109,16,16,4,2,False,False,False,False,28800.0,0,0,0,1,0,0,0,1,0,0,0
730,5,1,1,49,0.0,0.0,1,0,1,0,4,25,4,0,115,17,17,3,2,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
1635,5,0,0,64,0.0,0.0,1,219,4,0,3,31,22,30,90,13,13,6,1,False,True,False,True,10800.0,0,0,0,1,0,0,0,1,0,0,0
3875,8,0,1,39,7.0,7.0,1,23,3,0,7,2,23,0,183,27,27,1,3,False,False,False,False,198000.0,0,1,0,0,0,0,0,1,0,0,0
6809,0,0,1,73,14.0,14.0,1,1198,4,0,5,8,2,45,128,19,19,2,2,False,False,False,False,8100.000000000001,0,0,0,1,0,0,0,0,1,0,0
218,11,0,1,89,0.0,0.0,1,5,1,0,5,10,5,0,130,19,19,4,2,False,False,False,False,14400.0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0.0,0.0,1,872,3,0,4,25,23,0,115,17,17,3,2,False,False,False,False,10800.0,1,0,0,1,0,0,0,1,0,0,0
1686,11,0,1,14,0.0,0.0,1,0,1,0,5,10,16,0,130,19,19,4,2,False,False,False,False,154800.0,0,0,0,1,0,0,0,1,0,0,0
19,0,0,1,23,23.0,15.0,0,924,3,0,4,19,23,0,109,16,16,4,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
2489,10,0,1,28,18.0,12.0,1,0,1,0,8,2,6,0,214,31,31,4,3,False,False,False,False,50400.0,0,0,0,1,0,0,1,0,1,0,0
0,5,0,1,26,0.0,0.0,1,258,1,0,5,17,6,30,137,20,20,4,2,False,False,False,False,28800.0,0,0,0,1,0,0,0,1,0,0,0
631,0,0,1,42,0.0,0.0,1,38,1,0,4,15,4,0,105,16,16,0,2,False,False,False,False,7200.0,0,1,0,0,0,0,1,1,0,0,0
270,5,1,1,51,17.0,13.0,1,313,3,0,5,25,23,0,145,21,21,5,2,False,False,False,False,21600.0,0,0,0,1,0,0,0,0,1,0,0
59,0,0,1,14,0.0,0.0,0,13,3,0,5,2,23,0,122,18,18,3,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
142,11,0,1,34,0.0,0.0,1,501,4,0,6,8,3,0,159,23,23,5,2,False,False,False,False,28800.0,0,1,0,0,0,0,0,1,0,0,0
8742,8,0,1,62,15.0,0.0,1,344,3,0,5,1,5,30,121,18,18,2,2,True,False,False,False,14400.0,0,0,0,1,0,0,0,1,0,0,0
126,0,0,1,16,12.0,0.0,1,721,4,0,3,27,23,0,86,13,13,2,1,False,False,False,False,27000.0,0,1,0,0,0,0,0,1,0,0,0
4945,8,0,0,53,7.0,8.0,1,385,3,0,5,6,3,30,126,19,19,0,2,False,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
932,11,0,1,30,40.0,0.0,1,64,4,0,5,22,4,30,142,21,21,2,2,False,False,False,False,3600.0,0,0,0,1,0,0,0,1,0,0,0
1204,0,0,1,19,0.0,0.0,1,0,3,0,7,13,3,0,194,28,28,5,3,False,False,False,False,21600.0,0,1,0,0,0,0,0,1,0,0,0
3774,8,0,1,33,0.0,0.0,1,508,4,0,4,29,4,30,119,18,18,0,2,False,False,False,False,9000.0,0,1,0,0,0,0,0,0,1,0,0
3173,8,1,1,19,16.0,0.0,1,0,1,0,5,16,23,30,136,20,20,3,2,False,False,False,False,14400.0,0,0,0,1,0,0,0,0,1,0,0
2683,8,0,1,57,0.0,9.0,1,334,3,0,4,18,20,30,108,16,16,3,2,False,False,False,False,10800.0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,-1.0,-1.0,1,0,1,1,5,5,23,0,125,18,18,6,2,False,False,False,False,10800.0,1,0,0,1,1,0,0,1,0,0,0
764,11,0,1,31,0.0,0.0,0,211,3,0,4,7,5,0,97,14,14,6,2,False,False,False,False,216000.0,0,1,0,0,0,0,0,0,1,0,0
1320,5,1,1,57,26.0,0.0,1,179,3,0,9,5,5,30,248,36,36,3,3,False,False,False,False,10800.0,0,0,1,0,0,0,0,0,1,0,0
4315,8,0,1,54,0.0,0.0,1,35,1,0,6,8,3,0,159,23,23,5,2,False,False,False,False,97200.0,0,1,0,0,0,0,0,1,0,0,0
1310,0,0,1,45,6.0,0.0,1,164,3,0,5,2,23,0,122,18,18,3,2,False,False,False,False,14400.0,0,1,0,0,0,0,0,0,1,0,0
2004,11,0,1,49,18.0,13.0,1,102,3,0,5,21,3,0,141,21,21,1,2,False,False,False,False,14400.0,0,0,0,1,0,0,0,0,1,0,0
5623,4,0,1,24,11.0,0.0,1,1,1,0,5,3,4,30,123,18,18,4,2,False,False,False,False,10800.0,0,0,0,1,0,0,1,0,1,0,0
2550,8,0,1,41,17.0,11.0,1,408,3,0,4,29,23,30,119,18,18,0,2,False,False,False,False,5400.0,0,0,0,1,0,0,0,0,1,0,0
24946,0,0,1,37,0.0,0.0,1,64,1,1,4,14,23,0,104,15,15,6,2,False,False,False,False,208800.0,0,1,0,0,1,1,0,1,0,0,0
3876,10,0,1,47,0.0,0.0,1,692,1,0,9,21,17,45,264,38,38,5,3,False,False,False,False,5445900.0,0,1,0,0,0,0,0,0,1,0,0
9743,11,0,1,99,18.0,0.0,1,1,1,0,6,6,2,45,157,23,23,3,2,False,False,False,False,6300.0,0,1,0,0,0,0,0,1,0,0,0
7603,8,0,1,48,0.0,0.0,1,1057,3,0,6,12,4,15,163,24,24,2,2,False,False,False,False,11700.0,0,1,0,0,0,0,0,0,1,0,0
2777,11,0,1,40,23.0,0.0,1,171,4,0,5,10,6,0,130,19,19,4,2,False,False,False,False,14400.0,0,0,0,1,0,0,0,1,0,0,0
655,8,0,1,33,0.0,0.0,1,401,1,0,8,16,0,0,228,33,33,4,3,False,False,False,False,27000.0,0,0,0,1,0,0,1,1,0,0,0
3548,4,0,1,74,12.0,13.0,1,1078,3,0,4,24,3,0,114,17,17,2,2,False,False,False,False,5400.0,0,1,0,0,0,0,0,1,0,0,0
10609,5,0,1,72,0.0,15.0,1,537,3,0,4,30,2,30,120,18,18,1,2,False,True,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
6618,4,0,1,51,0.0,0.0,1,682,3,0,5,29,5,30,149,22,22,2,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
389,5,0,1,55,0.0,0.0,1,547,1,0,5,10,4,30,130,19,19,4,2,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
176,5,0,1,54,11.0,0.0,1,17,1,0,5,3,5,30,123,18,18,4,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
590,0,0,1,67,0.0,0.0,1,1371,4,0,4,19,7,0,109,16,16,4,2,False,False,False,False,313200.0,0,1,0,0,0,0,0,1,0,0,0
1162,6,0,1,23,16.0,15.0,1,60,4,0,6,2,23,30,153,22,22,6,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
21018,10,0,1,28,0.0,0.0,1,128,1,1,4,21,17,0,111,16,16,6,2,False,False,False,False,162000.0,0,1,0,0,1,1,0,1,0,0,0
5735,4,0,1,19,0.0,0.0,1,271,1,0,7,3,5,0,184,27,27,2,3,False,False,False,False,12600.0,0,1,0,0,0,0,0,1,0,0,0
7954,5,0,1,73,25.0,14.0,1,159,4,0,5,26,21,30,146,21,21,6,2,False,False,False,False,20700.0,0,1,0,0,0,0,0,1,0,0,0
1074,8,0,1,47,0.0,0.0,1,358,1,0,6,3,16,15,154,23,23,0,2,False,False,False,False,3628800.0,0,1,0,0,0,0,0,0,1,0,0
1331,0,0,0,16,0.0,0.0,1,34,3,1,4,21,1,30,111,16,16,6,2,False,False,False,False,10800.0,1,0,0,1,0,0,0,1,0,0,0
4286,8,0,1,37,0.0,0.0,0,648,1,0,8,7,2,0,219,32,32,2,3,False,False,False,False,28800.0,0,1,0,0,0,0,1,1,0,0,0
885,8,0,1,10,0.0,0.0,1,0,1,0,5,9,4,0,129,19,19,3,2,False,False,False,False,14400.0,0,0,0,1,1,0,0,0,0,1,0
1879,11,0,1,50,12.0,12.0,1,597,4,0,9,29,4,30,272,39,39,6,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
5215,8,0,1,23,14.0,14.0,1,130,3,0,7,19,1,0,200,29,29,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
205,6,0,1,41,0.0,0.0,0,492,4,0,5,21,6,0,141,21,21,1,2,False,False,False,False,1904400.0000000002,0,1,0,0,0,0,0,1,0,0,0
5668,13,0,1,67,23.0,10.0,1,365,3,0,8,3,0,0,215,31,31,5,3,False,False,False,False,108000.0,0,0,1,0,0,0,0,0,1,0,0
10278,13,0,1,52,23.0,10.0,1,365,3,0,8,22,23,0,234,34,34,3,3,False,False,False,False,7200.0,0,0,1,0,0,0,0,0,1,0,0
424,0,0,1,24,0.0,0.0,1,0,1,0,6,21,1,0,172,25,25,4,2,False,False,False,False,14400.0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,24,0.0,0.0,1,106,3,0,5,8,23,30,128,19,19,2,2,False,False,False,False,27000.0,0,1,0,0,0,0,1,1,0,0,0
4514,6,0,1,40,0.0,0.0,1,0,3,0,6,28,5,0,179,26,26,4,2,False,False,False,False,10800.0,1,1,0,0,0,0,0,1,0,0,0
896,12,0,0,39,0.0,13.0,1,0,1,0,8,12,6,0,224,33,33,0,3,False,False,False,False,12600.0,0,0,0,1,0,0,0,1,0,0,0
439,0,0,0,27,0.0,0.0,1,183,3,0,8,5,2,0,217,32,32,0,3,False,False,False,False,32400.000000000004,0,0,1,0,0,0,1,0,1,0,0
3036,6,0,1,37,39.0,0.0,1,28,1,0,7,9,23,0,190,28,28,1,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
15666,11,0,1,55,12.0,13.0,1,52,3,0,9,18,3,0,261,38,38,2,3,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
6007,6,0,1,33,0.0,0.0,1,568,3,0,9,25,23,0,268,39,39,2,3,False,False,False,False,25200.0,0,1,0,0,0,0,0,0,1,0,0
21,5,0,1,14,0.0,0.0,1,15,1,0,5,16,1,0,136,20,20,3,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1776,5,0,1,72,10.0,0.0,1,1052,4,0,5,25,0,0,145,21,21,5,2,False,False,False,False,7200.0,0,1,0,0,0,0,1,1,0,0,0
103,0,0,1,31,7.0,0.0,1,54,1,0,5,29,16,0,149,22,22,2,2,False,False,False,False,1566000.0,0,0,0,1,0,0,0,1,0,0,0
18161,11,0,0,46,12.0,12.0,1,1069,4,0,8,10,0,0,222,32,32,5,3,False,False,False,False,198000.0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,26,0.0,0.0,0,618,3,0,6,27,20,0,178,26,26,3,2,False,False,False,False,9000.0,0,0,0,1,1,0,0,1,0,0,0
6646,5,0,1,40,15.0,15.0,0,174,3,0,9,4,6,0,247,36,36,2,3,False,False,False,False,10800.0,0,0,1,0,0,0,0,0,1,0,0
9199,8,0,1,69,23.0,0.0,1,1190,4,0,7,5,23,0,186,27,27,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1458,11,0,1,17,0.0,0.0,1,45,4,0,6,14,6,0,165,24,24,4,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
6079,12,0,1,18,15.0,15.0,1,1114,4,0,6,21,21,0,172,25,25,4,2,False,False,False,False,9000.0,0,0,1,0,0,0,0,0,1,0,0
1390,6,0,1,30,15.0,16.0,1,741,3,0,8,6,5,0,218,32,32,1,3,False,False,False,False,7200.0,0,0,1,0,0,0,0,0,1,0,0
5509,8,1,1,51,16.0,13.0,1,1382,4,0,5,28,3,30,148,22,22,1,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
29,0,0,0,27,0.0,0.0,1,7,3,0,5,30,0,30,150,22,22,3,2,False,False,False,False,28800.0,0,0,0,1,0,0,0,1,0,0,0
1626,5,0,1,26,0.0,0.0,1,0,1,0,10,15,6,30,288,42,42,1,4,False,False,False,False,18000.0,0,0,0,1,0,0,0,1,0,0,0
3512,11,0,1,36,10.0,11.0,1,0,1,0,7,1,23,0,182,27,27,0,3,True,False,True,False,1198800.0,0,0,0,1,0,0,0,1,0,0,0
3022,11,0,1,107,0.0,0.0,1,1331,3,0,7,16,2,30,197,29,29,1,3,False,False,False,False,34200.0,0,1,0,0,0,0,0,0,1,0,0
3920,11,1,1,37,30.0,0.0,1,0,3,0,6,13,2,30,164,24,24,3,2,False,False,False,False,7200.0,0,0,0,1,0,0,0,0,1,0,0
373,11,0,1,44,0.0,0.0,1,150,4,0,7,4,5,0,185,27,27,3,3,False,False,False,False,12600.0,0,0,0,1,0,0,1,1,0,0,0
1115,11,0,1,44,0.0,0.0,0,936,3,0,9,16,13,30,259,38,38,0,3,False,False,False,False,72000.0,0,0,1,0,0,0,0,0,1,0,0
2234,0,1,1,38,15.0,16.0,1,100,3,0,7,4,23,0,185,27,27,3,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
31,0,0,1,24,0.0,0.0,1,0,3,0,5,31,5,0,151,22,22,4,2,False,True,False,False,10800.0,0,0,0,1,0,0,0,0,1,0,0
0,5,0,1,51,0.0,0.0,1,1,1,0,7,8,23,0,189,28,28,0,3,False,False,False,False,1026000.0000000001,0,1,0,0,0,0,0,1,0,0,0
444,10,0,1,25,0.0,0.0,0,617,4,0,6,27,18,0,178,26,26,3,2,False,False,False,False,3600.0,0,1,0,0,0,0,0,1,0,0,0
2432,8,0,1,53,15.0,15.0,1,864,3,0,8,1,22,0,213,31,31,3,3,True,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
398,0,0,1,35,29.0,11.0,1,0,3,0,9,9,21,0,252,37,37,0,3,False,False,False,False,3600.0,0,0,1,0,0,0,0,1,0,0,0
18835,8,0,1,50,0.0,0.0,1,107,4,0,6,25,4,0,176,26,26,1,2,False,False,False,False,10800.0,0,0,0,1,0,0,0,0,1,0,0
282,0,0,1,17,0.0,0.0,1,27,1,1,6,8,21,0,159,23,23,5,2,False,False,False,False,18000.0,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,15,0.0,0.0,1,0,3,0,7,4,6,0,185,27,27,3,3,False,False,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
1594,0,0,1,14,0.0,0.0,1,713,3,0,8,29,4,30,241,35,35,3,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
2527,5,1,1,74,28.0,0.0,1,435,3,0,8,8,4,0,220,32,32,3,3,False,False,False,False,14400.0,0,0,0,1,0,0,1,1,0,0,0
720,0,0,0,31,9.0,9.0,1,661,3,0,7,1,3,30,182,27,27,0,3,True,False,True,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
396,5,0,1,21,0.0,0.0,1,0,1,0,7,12,8,30,193,28,28,4,3,False,False,False,False,21600.0,0,0,0,1,0,0,0,1,0,0,0
106,6,0,1,101,18.0,11.0,1,1688,3,0,7,11,9,0,192,28,28,3,3,False,False,False,False,14400.0,0,1,0,0,0,0,0,1,0,0,0
6804,5,0,1,19,14.0,15.0,0,424,1,0,8,3,2,0,215,31,31,5,3,False,False,False,False,205200.0,0,0,1,0,0,0,0,0,1,0,0
0,13,0,1,16,0.0,0.0,1,360,3,0,7,28,4,0,209,30,30,6,3,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
4759,6,0,1,33,16.0,15.0,1,154,3,0,7,18,2,0,199,29,29,3,3,False,False,False,False,3600.0,0,1,0,0,0,0,0,1,0,0,0
7650,8,0,1,54,0.0,0.0,1,855,3,0,8,14,23,30,226,33,33,2,3,False,False,False,False,28800.0,0,0,0,1,0,0,0,1,0,0,0
2826,5,1,1,23,0.0,0.0,1,0,3,0,10,2,5,0,275,40,40,2,4,False,False,False,False,18000.0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0.0,0.0,1,22,3,1,8,26,5,0,238,35,35,0,3,False,False,False,False,10800.0,1,0,0,1,0,1,0,1,0,0,0
2174,0,0,1,56,0.0,0.0,0,357,4,0,7,17,3,30,198,29,29,2,3,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
9751,8,0,1,32,16.0,0.0,1,82,4,0,8,30,23,30,242,35,35,4,3,False,False,False,False,32400.000000000004,0,0,0,1,0,0,0,1,0,0,0
4307,0,0,1,114,0.0,0.0,0,1551,3,0,10,17,23,0,290,42,42,3,4,False,False,False,False,21600.0,0,1,0,0,0,0,1,0,1,0,0
997,0,0,1,53,21.0,15.0,1,293,3,0,7,12,18,30,193,28,28,4,3,False,False,False,False,3600.0,0,0,0,1,1,0,0,1,0,0,0
1576,9,1,1,50,8.0,0.0,1,0,3,0,10,3,19,30,276,40,40,3,4,False,False,False,False,18000.0,0,0,0,1,0,0,0,0,1,0,0
4838,8,0,1,41,45.0,0.0,1,0,1,0,8,14,0,0,226,33,33,2,3,False,False,False,False,28800.0,0,0,0,1,0,0,1,1,0,0,0
0,6,0,0,24,0.0,0.0,0,736,3,0,8,17,5,30,229,33,33,5,3,False,False,False,False,5400.0,0,0,1,0,0,0,0,0,0,1,0
0,6,0,0,19,0.0,0.0,0,736,3,0,9,28,3,30,271,39,39,5,3,False,False,False,False,5400.0,0,0,1,0,0,0,0,0,0,1,0
1540,0,0,1,53,10.0,8.0,1,784,4,0,8,9,0,30,221,32,32,4,3,False,False,False,False,31500.000000000004,0,0,1,0,0,0,0,0,1,0,0
0,4,0,0,35,0.0,0.0,1,246,3,0,8,14,4,0,226,33,33,2,3,False,False,False,False,10800.0,0,0,1,0,0,0,0,0,1,0,0
1480,8,0,0,28,12.0,12.0,1,1187,3,0,8,2,0,0,214,31,31,4,3,False,False,False,False,16200.000000000002,0,0,0,1,0,0,0,1,0,0,0
6529,11,1,1,31,0.0,0.0,1,178,3,0,7,18,4,30,199,29,29,3,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
5167,12,0,1,63,11.0,0.0,1,117,3,0,10,4,1,0,277,40,40,4,4,False,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
6117,6,0,1,11,15.0,8.0,1,0,1,0,9,20,5,0,263,38,38,4,3,False,False,False,False,21600.0,0,0,0,1,0,0,0,1,0,0,0
2596,8,0,1,51,15.0,15.0,1,901,3,0,8,9,22,0,221,32,32,4,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
7377,5,0,1,23,25.0,9.0,1,188,4,0,8,7,19,0,219,32,32,2,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
115,0,0,1,18,46.0,15.0,1,92,1,0,8,15,4,30,227,33,33,3,3,False,False,False,False,9000.0,0,1,0,0,0,0,0,1,0,0,0
1953,8,0,1,26,14.0,14.0,1,362,3,0,9,1,16,0,244,35,35,6,3,True,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
6759,0,0,0,31,12.0,5.0,1,307,3,0,8,14,3,30,226,33,33,2,3,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
200,0,0,0,37,15.0,0.0,1,6,3,0,7,23,20,0,204,30,30,1,3,False,False,False,False,3600.0,0,0,0,1,0,0,0,1,0,0,0
18176,8,0,1,48,0.0,0.0,1,688,1,0,7,26,23,0,207,30,30,4,3,False,False,False,False,270000.0,0,1,0,0,0,0,0,0,0,1,0
222,0,0,0,41,22.0,15.0,0,238,3,0,7,26,21,45,207,30,30,4,3,False,False,False,False,2700.0,0,1,0,0,0,0,1,1,0,0,0
16608,6,1,0,31,0.0,0.0,0,1259,3,0,8,16,0,0,228,33,33,4,3,False,False,False,False,25200.0,0,0,0,1,1,0,0,0,1,0,0
5181,8,0,1,62,8.0,8.0,1,320,3,0,8,28,0,0,240,35,35,2,3,False,False,False,False,205200.0,0,1,0,0,0,0,0,1,0,0,0
3280,0,0,1,45,0.0,0.0,0,6,1,0,9,12,7,0,255,37,37,3,3,False,False,False,False,19800.0,0,0,1,0,0,0,0,0,1,0,0
28231,0,1,1,51,7.0,0.0,1,126,3,0,8,17,5,0,229,33,33,5,3,False,False,False,False,16200.000000000002,0,0,0,1,0,0,0,1,0,0,0
611,0,0,1,20,0.0,0.0,1,238,4,0,8,14,3,0,226,33,33,2,3,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
6271,6,0,1,10,0.0,0.0,1,0,1,1,9,1,5,0,244,35,35,6,3,True,False,False,False,10800.0,1,0,0,1,0,1,0,1,0,0,0
3462,13,0,1,27,14.0,14.0,0,1075,3,0,9,21,3,0,264,38,38,5,3,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
214,8,0,1,28,0.0,0.0,1,23,1,0,9,6,1,0,249,36,36,4,3,False,False,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
5800,5,0,1,46,10.0,12.0,1,905,4,0,11,7,1,0,311,45,45,3,4,False,False,False,False,28800.0,0,1,0,0,0,0,0,0,1,0,0
515,8,0,1,19,18.0,0.0,1,1,1,0,10,3,23,30,276,40,40,3,4,False,False,False,False,77400.0,0,0,1,0,0,0,0,1,0,0,0
352,0,0,1,19,0.0,0.0,1,490,3,0,8,15,2,0,227,33,33,3,3,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,8,0.0,0.0,1,0,1,1,8,15,5,0,227,33,33,3,3,False,False,False,False,2430000.0,1,0,0,1,1,0,0,1,0,0,0
5725,11,0,1,14,0.0,0.0,1,7,1,0,9,20,5,0,263,38,38,4,3,False,False,False,False,14400.0,0,0,0,1,0,0,0,0,1,0,0
3513,8,0,1,40,0.0,0.0,0,1422,3,0,8,14,6,59,226,33,33,2,3,False,False,False,False,557940.0,0,1,0,0,0,0,0,0,1,0,0
1322,8,0,1,23,10.0,10.0,1,122,3,0,9,23,3,30,266,39,39,0,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
1595,5,0,1,30,19.0,10.0,1,69,3,0,9,27,6,30,270,39,39,4,3,False,False,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,10,13.0,13.0,1,96,3,0,8,28,6,30,240,35,35,2,3,False,False,False,False,12600.0,0,0,0,1,0,0,0,1,0,0,0
269,0,1,1,37,0.0,0.0,1,1109,4,0,9,28,3,0,271,39,39,5,3,False,False,False,False,10800.0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,13,0.0,0.0,1,0,3,1,8,23,5,0,235,34,34,4,3,False,False,False,False,183600.0,1,0,0,1,1,0,0,1,0,0,0
8163,4,0,1,54,14.0,15.0,1,198,1,0,9,6,5,30,249,36,36,4,3,False,False,False,False,14400.0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,32,0.0,0.0,1,0,3,0,8,22,7,0,234,34,34,3,3,False,False,False,False,10800.0,1,0,0,1,0,0,0,1,0,0,0
712,9,1,1,23,0.0,0.0,1,662,3,0,10,25,18,0,298,43,43,4,4,False,False,False,False,7200.0,0,1,0,0,0,0,0,0,1,0,0
2985,5,0,1,48,0.0,0.0,1,1121,1,0,9,24,20,30,267,39,39,1,3,False,False,False,False,6300.0,0,1,0,0,0,0,0,1,0,0,0
